id,name,IDENTITY,ALIGN,EYE,HAIR,SEX,ALIVE,FIRST APPEARANCE,Year
98847,Don Stevens (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,Aug-41,1941
454851,Florence von Ward (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,Oct-41,1941
454140,Jerry Hunter (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Aug-41,1941
483808,Albert Jones (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Dec-42,1942
474499,Jeff Dix (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,May-42,1942
1333,John Watkins (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Jan-42,1942
430857,Richard I (Earth-616),Public Identity,Good Characters,,,Male Characters,Deceased Characters,Jan-49,1949
554033,Rusty Randolph (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,Living Characters,Apr-49,1949
564623,Major Cullen (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,Living Characters,Mar-51,1951
54656,Donna Garth (Earth-616),Public Identity,,,,Female Characters,Living Characters,Jul-53,1953
17512,Man-oo (Earth-616),,,Brown Eyes,Brown Hair,,Living Characters,Oct-54,1954
240405,Waku (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Sep-54,1954
124827,Margus (Earth-616),,,,,,Deceased Characters,Aug-62,1962
8804,B. J. Kosmojian (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,May-63,1963
57141,Molto (Earth-616),Secret Identity,,Red Eyes,Pink Hair,Male Characters,Deceased Characters,Oct-63,1963
425489,Valtrauta (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,Apr-63,1963
2664,Infant Terrible (Earth-616),,Neutral Characters,Green Eyes,No Hair,Male Characters,Living Characters,Mar-64,1964
9514,Oshtur (Earth-616),Secret Identity,Good Characters,Variable Eyes,Variable Hair,Female Characters,Living Characters,May-64,1964
19629,Rabble Rouser (Weinberg) (Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters,Apr-64,1964
8860,Wilson Allan (Earth-616),No Dual Identity,,,Brown Hair,Male Characters,Living Characters,Oct-64,1964
46005,Gregson Gilbert (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Feb-65,1965
2472,Tiboro (Earth-616),No Dual Identity,,Green Eyes,,Male Characters,Living Characters,Feb-65,1965
637707,Abraham Lincoln (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters,Jan-66,1966
2682,Juan Meroz (Earth-616),,,Brown Eyes,Black Hair,Male Characters,Deceased Characters,Oct-66,1966
1241,Brona (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Aug-67,1967
301956,Gerhard Winkler (Earth-616),,,,,Male Characters,Deceased Characters,Apr-68,1968
308575,Jeremy Logan (Earth-616),,,,,Male Characters,Living Characters,Mar-68,1968
12207,Valeria (Latverian) (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,May-69,1969
16649,Yeti (Inhuman) (Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,Living Characters,Jun-70,1970
306189,Rafe Michel (Earth-616),,,,,Male Characters,Living Characters,Nov-71,1971
5462,Tagak (Earth-616),,,Green Eyes,,Male Characters,Living Characters,Jan-71,1971
702284,Astrella Carpenter (Earth-616),,,,Blond Hair,Female Characters,Living Characters,Aug-72,1972
130294,Danny French (Earth-616),,Neutral Characters,,Blond Hair,Male Characters,Deceased Characters,May-72,1972
560170,Jake Jensen (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,May-72,1972
439935,Janice Carr (Earth-616),No Dual Identity,Good Characters,,,Female Characters,Living Characters,Aug-73,1973
2678,Kamuu (Ancient Atlantis) (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,Jun-73,1973
309449,Lou Hackett (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,Deceased Characters,Jun-73,1973
2048,Lucy Westenra (Earth-616),Secret Identity,,Green Eyes,Brown Hair,Female Characters,Deceased Characters,Mar-73,1973
191623,Mrs. Jenks (Earth-616),,Good Characters,,,Female Characters,Living Characters,Jan-73,1973
439934,Ronald McAllister (Earth-616),,,,,Male Characters,Living Characters,Aug-73,1973
198280,Victor von Doom (Counter-Earth) (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Feb-73,1973
2748,Zartra (Ancient Atlantis) (Earth-616),No Dual Identity,Good Characters,,,Female Characters,Living Characters,Jun-73,1973
13019,Annie Christopher (Earth-616),,,,,Female Characters,Living Characters,Jul-74,1974
16002,Joseph Jennings (Earth-616),,,,Brown Hair,Male Characters,Living Characters,Jan-74,1974
440318,Miles Olddann (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Dec-74,1974
641109,Ralph Caccone (Earth-616),Public Identity,Good Characters,,,Female Characters,Living Characters,Nov-74,1974
440381,Carson Collier Senior (Earth-616),Public Identity,,,Grey Hair,Male Characters,Living Characters,Aug-75,1975
58711,Heater Delight (Earth-616),Secret Identity,,,Blond Hair,Female Characters,Living Characters,Apr-76,1976
245677,Angus MacWhirter (Earth-616),,,,,Male Characters,Living Characters,Apr-77,1977
505382,James Callaghan (Earth-616),,,,,Male Characters,Living Characters,Feb-77,1977
688717,Laralei (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Aug-77,1977
505368,Valerie Campbell (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,Jan-77,1977
242298,Geri (Earth-616),,Good Characters,Red Eyes,Grey Hair,Male Characters,Living Characters,Sep-78,1978
173608,Gladstone Hawkins (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Dec-78,1978
90604,Peter Spaulding (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters,Apr-78,1978
72027,Victor von Doom (Clone) (Earth-616),,,,,Male Characters,Living Characters,Apr-78,1978
439941,Combatra (Earth-616),,,,,,Living Characters,Feb-79,1979
439939,Dangard Ace (Earth-616),,,,,,Living Characters,Feb-79,1979
16373,Deathlok (Robot) (Earth-616),,Neutral Characters,,,,Deceased Characters,Jul-79,1979
71926,Prime Director (Earth-616),,Good Characters,,White Hair,Male Characters,Deceased Characters,Dec-79,1979
439937,Raydeen (Earth-616),,,,,,Living Characters,Feb-79,1979
593204,Steven Coffin (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Feb-79,1979
16009,Tanak Valt (Earth-616),Public Identity,,Blue Eyes,Black Hair,Male Characters,Living Characters,Mar-79,1979
502953,Dolly Donahue (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters,Nov-80,1980
442746,Jill Stevens (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Feb-80,1980
458029,Karas (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,Living Characters,Feb-80,1980
675907,Lou Snider (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters,Oct-80,1980
18686,Vishnu (Hindu Deity) (Earth-616),,,,Black Hair,Male Characters,Living Characters,Oct-80,1980
581464,Ernest Carrothers (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Oct-81,1981
67786,Charon (Olympian) (Earth-616),,,,,Male Characters,Living Characters,Jan-82,1982
1212,Franz Mittelstaedt (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,Jun-82,1982
305153,Juliana Sandoval (Earth-616),,Good Characters,,Blond Hair,Female Characters,Deceased Characters,Nov-82,1982
298150,Martha Lund (Earth-616),Public Identity,Good Characters,Green Eyes,Grey Hair,Female Characters,Living Characters,Dec-82,1982
298151,Sophie Lund (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Living Characters,Dec-82,1982
93604,Wal Rus (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,May-82,1982
174395,Annie Wheeler (Earth-616),Public Identity,Good Characters,,White Hair,Female Characters,Living Characters,May-83,1983
174393,Ed Wheeler (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,May-83,1983
18625,Madeline Watson (Earth-616),,,,Blond Hair,Female Characters,Deceased Characters,Dec-84,1984
587247,Maria Rambeau (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Female Characters,Living Characters,Aug-84,1984
34179,Max Rocker (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,Dec-84,1984
21694,Chiantang (Earth-616),Secret Identity,,Yellow Eyes,No Hair,Male Characters,Deceased Characters,Jul-85,1985
495351,Scion (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Aug-85,1985
106942,Derek Freeman (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Jan-86,1986
482940,Solaise (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Oct-86,1986
20352,Wendy Sherman (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,White Hair,Female Characters,Living Characters,Jun-86,1986
87206,David Stack (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Dec-87,1987
5289,Maht Pacle (Earth-616),Secret Identity,,White Eyes,Black Hair,Male Characters,Living Characters,Oct-87,1987
32697,Prometheus (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Aug-87,1987
65390,Jason McCall (Earth-616),Secret Identity,,,Bald,Male Characters,Deceased Characters,Jul-88,1988
18714,Uroc (Earth-616),Secret Identity,,White Eyes,No Hair,Male Characters,Living Characters,Oct-89,1989
1907,Haruo Tsuburaya (Earth-616),Secret Identity,,,Black Hair,Male Characters,Deceased Characters,Sep-90,1990
303943,Marjorie Brink (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,Oct-90,1990
288799,Tyler Meagher (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,Dec-90,1990
66232,Wanda Mason (Earth-616),,Good Characters,,Blond Hair,Female Characters,Living Characters,Nov-90,1990
18536,Aundray Phelps (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Dec-91,1991
26896,Edna Staples (Earth-616),Public Identity,Good Characters,,White Hair,Female Characters,Deceased Characters,Jan-91,1991
32704,Jennifer Nyles (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters,Oct-91,1991
18355,LaHoya Scripps (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Dec-91,1991
631045,Daryl Taylor (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,May-92,1992
32710,Janice Hollenbeck (Earth-616),,Good Characters,,,Female Characters,Deceased Characters,Feb-92,1992
16977,Solar Wind (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,Living Characters,Apr-92,1992
406567,Thomas Pyke (Earth-616),,Good Characters,,,Male Characters,Living Characters,Jul-92,1992
113899,Czorn Yson (Earth-616),Secret Identity,Good Characters,White Eyes,Bald,Male Characters,Living Characters,Aug-93,1993
16327,Hans Middlestadt (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Mar-93,1993
88601,Jason (Pantheon) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Sep-93,1993
726210,Kistur (Earth-616),,,,,Male Characters,Living Characters,Mar-93,1993
93208,Owen Llewelyn (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,May-93,1993
1801,Radha Dastoor (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,Nov-93,1993
287363,William Clinton (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,Oct-93,1993
116829,Amberson Osborn (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jun-94,1994
116766,Cole Cooper (Earth-616),Public Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters,Jun-94,1994
655368,Gabrielle Greer (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Dec-94,1994
694234,Ian Langstrom (Earth-616),,,,,Male Characters,Living Characters,Jan-94,1994
12824,James Pierce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Jan-94,1994
393799,Glaboo (Earth-616),Public Identity,,,No Hair,Male Characters,Living Characters,Mar-95,1995
30470,Michele Scicluna (Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,Living Characters,Feb-95,1995
400234,Paula Harris (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Feb-95,1995
476433,Peter Parker (Jack) (Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Bald,Male Characters,Deceased Characters,Mar-95,1995
393798,Pulssus (Earth-616),Public Identity,,,No Hair,Male Characters,Living Characters,Mar-95,1995
347126,Agatha Harkness (Heroes Reborn) (Earth-616),No Dual Identity,Good Characters,,,Female Characters,Living Characters,Nov-96,1996
101384,Dorma (Heroes Reborn) (Earth-616),,,Blue Eyes,Auburn Hair,Female Characters,Deceased Characters,Dec-96,1996
663791,Garon Lewis (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,Living Characters,Jun-96,1996
182978,Norrin Radd (Heroes Reborn) (Earth-616),,Good Characters,Silver Eyes,No Hair,Male Characters,Deceased Characters,Nov-96,1996
34232,Romany Wisdom (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,Deceased Characters,Oct-96,1996
22989,Whistle Pig (Earth-616),Public Identity,,Black Eyes,Black Hair,Male Characters,Living Characters,Jan-96,1996
19608,Ashema (Earth-616),,Neutral Characters,,,Female Characters,Living Characters,Dec-97,1997
388454,Lord Churchill (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters,Nov-97,1997
670352,Marina Caches (Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,Living Characters,Oct-97,1997
670532,Mary Alice Anders (Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,Deceased Characters,Nov-97,1997
8025,Naomi Kale (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,Jul-97,1997
659486,Scrier (Cosmic Being) (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,Jul-97,1997
489074,Sorrentino (Earth-616),Public Identity,,White Eyes,Black Hair,Female Characters,Living Characters,Apr-97,1997
483593,Jason Rivera (Earth-616),Public Identity,,Black Eyes,Black Hair,Male Characters,Living Characters,Jul-98,1998
186706,Connie Ferrari (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Aug-99,1999
177051,Gray Dolman (Earth-616),,,Brown Eyes,Black Hair,Male Characters,Living Characters,Feb-99,1999
16883,Psimon (Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,Living Characters,Oct-99,1999
16897,William Kimpton (Earth-616),Secret Identity,Good Characters,Green Eyes,Bald,Male Characters,Deceased Characters,Apr-99,1999
67040,Elric Freedom (Heroes Reborn) (Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,Living Characters,Jan-00,2000
454400,Lan (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Oct-00,2000
19651,Nathaniel Bumpo (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Apr-00,2000
16799,Nuro (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Living Characters,Oct-00,2000
16947,Spunje (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Living Characters,Oct-00,2000
454401,Tarn (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Oct-00,2000
4678,Timothy Carney (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,Mar-00,2000
9534,Axel Cluney (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,Jul-01,2001
292675,Jennifer Hardesty (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Aug-01,2001
16228,Michael Asher (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Deceased Characters,Jul-01,2001
16805,Orwell (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,Jul-01,2001
