id,name,IDENTITY,EYE,HAIR,SEX,ALIVE,AT LARGE,FIRST APPEARANCE,Year
197079,Reynard Slinker (Earth-616),Secret Identity,Blue Eyes,Auburn Hair,Male Characters,Living Characters,No,Oct-63,1963
14821,Gregory Gideon (Earth-616),No Dual Identity,Brown Eyes,Bald,Male Characters,Deceased Characters,No,Jan-65,1965
339502,Laufey (Earth-616),No Dual Identity,Red Eyes,Black Hair,Male Characters,Deceased Characters,No,Jan-65,1965
753106,Precious (Earth-616),,Yellow Eyes,No Hair,Male Characters,Deceased Characters,No,Mar-65,1965
298238,Doctor Yen (Earth-616),,,Black Hair,Male Characters,Living Characters,Yes,Jun-66,1966
188664,General Chen (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Sep-66,1966
12201,Android Man (Earth-616),Secret Identity,Red Eyes,Green Hair,Male Characters,Deceased Characters,No,Oct-68,1968
19326,Man-Monster (Earth-616),,,,Male Characters,Deceased Characters,No,Jul-68,1968
213765,Max Eisenhardt (Machinesmith Robot) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Nov-68,1968
18862,Monster of Badoon (Earth-616),Public Identity,,,,Deceased Characters,No,Oct-68,1968
15253,Prime Mover (Earth-616),,,No Hair,,Living Characters,No,Apr-68,1968
316118,Boss Barker (Earth-616),Public Identity,Green Eyes,No Hair,Male Characters,Living Characters,Yes,Oct-69,1969
18627,Louis Wilson (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,Yes,Jan-69,1969
18753,Thermal Man (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Living Characters,No,Sep-69,1969
69828,Emil Nikos (Earth-616),No Dual Identity,,Brown Hair,Male Characters,Living Characters,No,Nov-71,1971
15293,Sligguth (Earth-616),Secret Identity,Yellow Eyes,No Hair,,Living Characters,No,Nov-72,1972
15343,Clifton Shallot (Earth-616),Known to Authorities Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,Yes,Dec-73,1973
244368,Dam-Ayido Wede (Earth-616),Public Identity,Black Eyes,No Hair,,Living Characters,No,Sep-73,1973
19545,Kerwin Broderick (Earth-616),Public Identity,,White Hair,Male Characters,Living Characters,Yes,Mar-73,1973
15235,Omega (Android) (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Living Characters,No,Feb-73,1973
1054,Allatou (Earth-616),,Red Eyes,Green Hair,Female Characters,Living Characters,No,Oct-74,1974
440117,Hargood Wilbur Todd Wickham (Earth-616),,,Red Hair,Male Characters,Living Characters,No,Feb-74,1974
57233,Jacques LaPoint (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Feb-74,1974
1081,John Anvil (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Dec-74,1974
1785,Leroy Jackson (Earth-616),,Brown Eyes,Bald,Male Characters,Living Characters,Yes,Dec-74,1974
15829,Quentin Harderman (Earth-616),Public Identity,,,Male Characters,Living Characters,No,Jan-74,1974
15304,Varanus (Earth-616),,,No Hair,Male Characters,Living Characters,Yes,May-74,1974
1033,Adri Nital (Earth-616),No Dual Identity,Red Eyes,Black Hair,Male Characters,Deceased Characters,No,Jan-75,1975
18373,Bessie (Earth-616),Secret Identity,Red Eyes,Brown Hair,Female Characters,Deceased Characters,No,Aug-75,1975
97279,Carlton Velcro (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Jun-75,1975
440179,Sssesthugar (Earth-616),,,,Male Characters,Deceased Characters,No,Dec-75,1975
119321,Thelius (Blue Marvel) (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,Yes,Nov-75,1975
345136,Cheer Chadwick (Earth-616),No Dual Identity,,Black Hair,Female Characters,Living Characters,No,Mar-76,1976
579219,Chris Claremont (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,No,Apr-76,1976
4082,Dark Rider (Earth-616),Secret Identity,Black Eyes,Grey Hair,Male Characters,Living Characters,No,Feb-76,1976
127364,Threkker (Earth-616),No Dual Identity,Black Eyes,No Hair,Male Characters,Living Characters,No,Jan-76,1976
176607,Toy (Earth-616),No Dual Identity,,No Hair,Male Characters,Living Characters,No,Aug-76,1976
1273,Cancer (LMD) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jul-77,1977
247478,Otto Vermis (Earth-616),,,Grey Hair,Male Characters,Deceased Characters,No,Feb-77,1977
15328,Tutinax (Earth-616),Secret Identity,Red Eyes,,Male Characters,Living Characters,No,Aug-77,1977
346362,Veda (Corporation) (Earth-616),Secret Identity,,Blond Hair,Female Characters,Living Characters,No,Sep-77,1977
27895,Virgo (LMD) (Earth-616),Secret Identity,,Strawberry Blond Hair,Female Characters,Living Characters,Yes,Aug-77,1977
50610,Chao Sima (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Feb-78,1978
2653,Denton Phelps (Earth-616),Secret Identity,Blue Eyes,Red Hair,Male Characters,Deceased Characters,No,Nov-79,1979
2662,Iguana (Earth-616),,,No Hair,Male Characters,Living Characters,Yes,Jul-79,1979
13314,Roy McVey (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Mar-79,1979
7353,Sebastian Patane (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Mar-79,1979
1136,Walther Theodoric (Earth-616),,,Red Hair,Male Characters,Living Characters,Yes,Aug-80,1980
440538,Doc (Geneticist) (Earth-616),,,Red Hair,Male Characters,Living Characters,Yes,Jul-81,1981
32593,Hyppokri (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,Jul-81,1981
31338,Phaeder (Earth-616),Public Identity,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,No,Feb-81,1981
32594,Puishannt (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,Jun-81,1981
32595,Unnthinnk (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,No,Aug-81,1981
706001,Ramona Starr (Earth-616),Public Identity,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,No,Sep-82,1982
16071,Ranark (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Jan-82,1982
18556,Zedrao (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Living Characters,Yes,Apr-82,1982
35691,Black Lotus (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,Yes,Nov-83,1983
16560,Doctor Dredd (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Jan-83,1983
24420,Sentinels Mk V (Earth-616),No Dual Identity,Yellow Eyes,No Hair,,Living Characters,Yes,Apr-83,1983
35710,Wrangler (Laralie) (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Living Characters,No,Nov-83,1983
15615,Black Abbott (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Oct-84,1984
3926,Blank (Clyde) (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Oct-84,1984
5559,Hubert Carpenter (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Deceased Characters,No,May-84,1984
639350,Jack Wayne (Legion Personality) (Earth-616),No Dual Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,May-85,1985
116346,Jakal (Earth-616),Secret Identity,Yellow Eyes,No Hair,Male Characters,Deceased Characters,No,Oct-85,1985
17549,Manslaughter Marsdale (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Dec-85,1985
17249,Skunge (Earth-616),,,Red Hair,Male Characters,Living Characters,No,May-85,1985
18483,Alex Alaric (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Feb-86,1986
32151,Charles Last (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,May-86,1986
481596,Imhotep (Demon) (Earth-616),Public Identity,White Eyes,Bald,Male Characters,Living Characters,No,Feb-86,1986
1588,Lomen (Earth-616),Secret Identity,,Red Hair,Male Characters,Living Characters,No,Sep-86,1986
1151,William Nowlan (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Nov-87,1987
5328,Roland Rayburn (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Feb-88,1988
7312,Spyder (Earth-616),Secret Identity,Red Eyes,Blue Hair,Male Characters,Living Characters,No,Aug-88,1988
93237,Kevin Brackett (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Nov-89,1989
490582,Rich van Burian (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Mar-89,1989
408630,Harlan Ryker (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Nov-90,1990
2465,Kristina Anderson (Earth-616),Secret Identity,Pink Eyes,Pink Hair,Female Characters,Living Characters,No,Feb-90,1990
729146,L.D. 50 (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Nov-90,1990
79572,Samuel Higgins (Earth-616),Public Identity,,Grey Hair,Male Characters,Living Characters,Yes,Aug-90,1990
6021,Andrea Haggard (Earth-616),Secret Identity,,,Female Characters,Living Characters,No,Sep-91,1991
22333,Fool (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Deceased Characters,No,Jul-91,1991
32703,Guillaume Courage (Earth-616),Secret Identity,Red Eyes,Black Hair,Male Characters,Living Characters,Yes,Sep-91,1991
76420,Hector Fuentes (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Dec-91,1991
9042,Kkallakku (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jul-91,1991
13102,Ray Morgan (Earth-616),,,Brown Hair,Male Characters,Living Characters,No,Dec-91,1991
39764,Splice (Mercenary) (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,No,Dec-91,1991
21584,Thane Ector (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,Yes,Jul-91,1991
18700,Vyrra (Earth-616),Public Identity,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,No,Oct-91,1991
76418,Willis Hayworth (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,Yes,Dec-91,1991
287050,Anthony Stark (Doppelganger) (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Living Characters,No,Jun-92,1992
246364,"James Lucas, Jr. (Earth-616)",Secret Identity,Brown Eyes,Bald,Male Characters,Deceased Characters,No,Jun-92,1992
524602,Jonathan Lee (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Jul-92,1992
16291,Julien Boudreaux (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Jun-92,1992
18833,Jutta (Earth-616),,,,Female Characters,Living Characters,No,Apr-92,1992
106249,Leon McKenzie (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Jun-92,1992
250705,Salvatore Carbone (Earth-616),,,Black Hair,Male Characters,Living Characters,Yes,Mar-92,1992
78700,Battletide (Earth-616),Secret Identity,Red Eyes,No Hair,,Living Characters,Yes,Jan-93,1993
120761,Kona Lor (Earth-616),Public Identity,,Red Hair,Female Characters,Living Characters,Yes,Jul-93,1993
334689,Outcast (Lilin) (Earth-616),Secret Identity,White Eyes,Brown Hair,Male Characters,Living Characters,Yes,Sep-93,1993
36275,Suma-Ket (Earth-616),,,Grey Hair,Male Characters,Living Characters,Yes,Mar-93,1993
30516,Tithe Collector (Earth-616),,,,Male Characters,Living Characters,Yes,Dec-93,1993
9821,Billy Kitson (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,Oct-94,1994
425893,Bitmap (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,No,Mar-94,1994
748148,Infomorph (Earth-616),Secret Identity,,,Female Characters,Living Characters,No,Mar-94,1994
390333,John Sharpe (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Dec-94,1994
748147,Steel Collar (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,No,Mar-94,1994
489501,Wirehead (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Mar-94,1994
177137,Malachi (Space Phantom) (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Nov-95,1995
67176,Andros (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,May-96,1996
26777,Bramer (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,Yes,May-96,1996
401845,Choocho Colon (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Feb-96,1996
67175,Lasher (Cell-12) (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,Yes,May-96,1996
26802,Nardi (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,May-96,1996
402133,Skritch (Earth-616),,,,Female Characters,Living Characters,Yes,Sep-96,1996
347155,Andrea Janson (Earth-616),,Brown Eyes,,Female Characters,Deceased Characters,No,Feb-97,1997
16487,Boris Lubov (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Sep-97,1997
642325,Dorian (Punk Kid) (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,No,Dec-97,1997
91772,Heinrich Zemo (Heroes Reborn) (Earth-616),Public Identity,,,Male Characters,Deceased Characters,No,Apr-97,1997
62567,Ivan Pushkin (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Sep-97,1997
642324,Weasel (Punk Kid) (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,No,Dec-97,1997
209432,Mac Garrity (Earth-616),Secret Identity,Yellow Eyes,Black Hair,Male Characters,Deceased Characters,No,Dec-98,1998
12419,Olivier (Earth-616),Secret Identity,Yellow Eyes,Black Hair,Male Characters,Deceased Characters,No,Nov-98,1998
9764,Richard Dennison (Earth-616),Secret Identity,Orange Eyes,No Hair,Male Characters,Living Characters,Yes,May-98,1998
4002,Bridget Malone (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Living Characters,No,Nov-99,1999
1929,Christopher Aaronson (Earth-616),Secret Identity,Brown Eyes,Bald,Male Characters,Living Characters,Yes,Feb-99,1999
269144,Tarakis (Earth-616),,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Sep-99,1999
1458,Domina (Earth-616),Secret Identity,Silver Eyes,Purple Hair,Female Characters,Deceased Characters,No,Apr-00,2000
19413,Junzo Muto (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,Yes,Feb-00,2000
1339,Coach (Earth-616),Secret Identity,Red Eyes,White Hair,Male Characters,Deceased Characters,No,Jul-01,2001
16783,Marshal (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Aug-01,2001
586800,Alice Tremaine (Earth-616),No Dual Identity,Black Eyes,Black Hair,Female Characters,Living Characters,Yes,Dec-02,2002
22970,Moving Shadow (Earth-616),,,,Male Characters,Living Characters,Yes,Nov-02,2002
27856,Harald Jaekelsson (Earth-616),Public Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,Sep-03,2003
16613,Maximus Lobo (Earth-616),Secret Identity,Blue Eyes,Grey Hair,Male Characters,Living Characters,Yes,Mar-03,2003
21697,Alexander Bont (Earth-616),Secret Identity,Black Eyes,Grey Hair,Male Characters,Living Characters,Yes,Dec-04,2004
16360,Clay (Earth-616),Secret Identity,White Eyes,White Hair,Male Characters,Deceased Characters,No,Dec-04,2004
92840,Trolls (Earth-616),,,,,Living Characters,No,Nov-04,2004
10189,Blindspot (Earth-616),Secret Identity,Blue Eyes,Black Hair,Female Characters,Living Characters,Yes,Mar-05,2005
24554,Mallen (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Jan-05,2005
21500,Paul Patterson (Earth-616),,,,Male Characters,Living Characters,Yes,Jan-05,2005
209717,Ricky Calusky (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,Apr-05,2005
285855,Ruth (Angel) (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,No,Nov-05,2005
23587,Colony (Earth-616),Secret Identity,,,,Living Characters,No,Feb-06,2006
23582,Devo (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,No,Feb-06,2006
23590,Sega (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Feb-06,2006
188556,Theodore Scott (Earth-616),,,,Male Characters,Living Characters,Yes,Sep-06,2006
289306,Richard Palance (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Feb-07,2007
437932,Deacon (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,Yes,Aug-08,2008
121723,Gordon Wright (Earth-616),Public Identity,,Grey Hair,Male Characters,Living Characters,Yes,Apr-08,2008
239815,Val Rhymin (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,Yes,Oct-08,2008
273355,Anton Satan (Earth-616),Secret Identity,Black Eyes,Black Hair,Male Characters,Living Characters,Yes,Oct-09,2009
280570,Burst (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Nov-09,2009
262132,Damon Ryder (Earth-616),Secret Identity,Brown Eyes,Red Hair,Male Characters,Deceased Characters,No,Sep-09,2009
242725,Razor (Raptor) (Earth-616),Secret Identity,Red Eyes,,,Living Characters,Yes,Jun-09,2009
350434,Aloysius Thorndrake (Earth-616),Secret Identity,,Grey Hair,Male Characters,Living Characters,Yes,Sep-10,2010
392433,Cannon Foot (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Nov-10,2010
303704,Galina Nemirovsky (Earth-616),Secret Identity,Brown Eyes,Black Hair,Female Characters,Living Characters,No,Feb-10,2010
522128,Nurse Fester (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Living Characters,No,Feb-10,2010
403478,Saw Fist (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Nov-10,2010
403456,Shadowstalker (Earth-616),Secret Identity,Purple Eyes,Black Hair,Female Characters,Deceased Characters,No,Nov-10,2010
504518,Adam (Earth-616),Secret Identity,Grey Eyes,Black Hair,Male Characters,Living Characters,Yes,Aug-11,2011
461410,Aradnea (Earth-616),,,Black Hair,Female Characters,Living Characters,Yes,Aug-11,2011
505475,Bruiser (Mercenary) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Dec-11,2011
461770,Jeremy Briggs (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Aug-11,2011
490836,Marcus Roston (Earth-616),Secret Identity,Green Eyes,Black Hair,Male Characters,Living Characters,No,Aug-11,2011
509421,Nul (Earth-616),No Dual Identity,White Eyes,Bald,Male Characters,Deceased Characters,No,Jul-11,2011
441274,Omegex (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Mar-11,2011
478088,Radioactive Kid (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Living Characters,Yes,Sep-11,2011
535596,Stephanie Gerard (Earth-616),,Blue Eyes,,Female Characters,Deceased Characters,No,Oct-11,2011
566098,Dancing Water (Earth-616),Secret Identity,White Eyes,Blue Hair,Female Characters,Living Characters,Yes,Dec-12,2012
